103+11552,34058,34054,38940,34359
103+11881,38245,153540,38007,53539
103+11556,153850,33380
103+11557,153689
103+11887,108285,108212,108207
103+11888,108190,10975,10941
103+11889,111614,10912,111615
103+11558,33556,139511
103P05404,103784,103785
103P05406,3554,2456
103P05407,10399
103P05400,5069,102888,2889
103P05401,2674,4863
103P05402,104133,2678,2679,102680
103P05403,102681,102691,102692
103+11884,38302,36294,136984
103P05408,25550
103+11885,38140,36999,36682,135841
103-11298,32956,132559,32560,132535,31386
103+16104,114450,114442,114449
103N11392,53156
103N11391,53156,53155
103+11555,153661,134369,53780,153850
103-11293,152696
103-11291,32107
103-11290,32106,142032,142030,31413,3016822,3016820,52605,130605
103+16286,37072,39849
103+16285,34677,37072
103+16283,31161
103+11120,149894,105965,3013830,3013831,115857,123139
103+16289,134935,53325,40079,153466
103+16288,137477,53205
103+11776,31944,52840,130111
103+11774,47817,53783,139553
103+12983,104184,103196
103+11772,53687,39000,3010792,3010791
103+11773,153720,33713,33712,38787,138570,38788
103+11770,38898,38900,38905,38783
103+11771,38783,53829
103+11779,31546,130634
103P12272,115152,123203
103P12271,115124
103P12270,52196
103N16286,39850,39849
103N16287,134939,134938,40676
103+07429,109082,108595,109106,9107,8604,108598,108698
103+07428,110074,109517,2011130,2011132,109083
103N16282,132485
103N16283,33292,31161
103+07425,123580,50808
103+07424,123577,23579,23535
103+07427,110057,110059,110060,110061,110062,110074
103+07421,126681,124832,24833,124834,126048,126339,124835,126338
103+07420,122080,122900,126681
103+07423,124842,124843,124846
103+07422,24833,124834,126048,126339,124835,126338,126565,124836,124838,50958,51165
103+04198,33886,38512,38703,134002
103+04199,133885
103+04194,34825,134826,33891
103+04196,34454,133889
103+04197,133888,133887
103P12316,107552
103+13644,118991,118965
103P12319,130273,48666
103+11088,124389,24387,126486,126222
103+11089,126222,124361
103+11080,52294,105200,100339,52295,103144,51462
103+11081,52358,105208
103+11083,114581,114577
103+11084,114529,148941,115765,123381,114633
103+11085,114633,114622,114635,126666
103+11086,106704,126497,124396
103+11087,24395,124389
103+04778,5096,105120
103+04779,5097,105098,105141,123416,103484,103483
103-11996,152374,104938,52273,5240
103-11992,123261,123234
103-11998,22882
103-11999,107406,107407,107341,107349,107350,107331
103-13597,118252,49218,118163
103+15700,133020,133019,52434
103-13592,130150,3016812,3016811,52551,52552,133088
103-13598,118121,118355,118124,118336
103P15840,107676,107589
103P15842,9057,107568
103P15847,107960,107921,107920
103N12157,2012322,2012321,100416,2674,101374
103N12158,4178
103P15848,107898
103-05928,31137,31136
103-05929,30537,130538,30539,30116
103+11955,127303,128721,129455
103-05920,134122,134123,53281
103-05921,35752,140774,35751,34203,36645,34121
103-05922,135690,35746,135747,35748,135749
103-05923,140259,36565,135742,36566,135690
103-05924,137188,37976,37208,37207,137206,37202,37200,37199,137198,37196,37980,137193,40258,53280
103-05925,36024,37210,136790,37192,37191,137972,37973,137974,137188
103-05926,130577
103-05927,131105,30582,130581,130580,30579,30578
103-13048,103786,100058,104201,104200,51442,2012332,2012330,104054,103286,103282,3301,103300
103N11395,32538,52608
103-13732,121183,121197,121242,121243
103-13733,105808,115751,15749,50128,2014912,2014911,115241,107268,121246,121236
103-13730,121509,21528,21547
103N11394,53157,36539,136538
103-13736,104301,151617,52290,1168
103-09788,123982,124570,24569,126019,26395,26180,126347,124952,25973
103-09789,123980,123982
103P16164,12727
103P16160,11590,110545,112743,110100
103-09780,52778,32157
103-06964,3702,103231
103-09782,126238,126552,126229,126230,126545,126544,26228,124003
103-09783,23994,123993,26241,26551,126238
103-09784,126011,126012,124737,124738,123999,124739,123997,123996
103-09785,125999,126004,126009,126011
103-06963,2862,102864,105086,2865,102866
103-09787,24467,125266,123721
103N04377,28764,126815,26814
103N04376,26814,126811,26813
103N04375,27597,126810,27964
103N04371,26138,26134,124709,25953
103N04370,25953,124708
103N04379,126806,54269,126805
103N04378,28764
103P13199,50562
103P13194,130278
103P13196,114736
103P11217,100324,100415,3012520,3012521
103N04269,148492,148487
103+10021,127638,27012,29350,27013
103+10022,127014,27015,28482
103+10024,127334
103+10027,127374,128083,128175,128086,49507
103+10026,28873,28871,128872,129744,129746,127374
103+10029,127331
103+10028,128830,128158,27329
103P05976,122875,122874
103+13593,31340,52637,130150
103+13598,118163,49218,118252
103+13599,118336,118124,118355,118121
103+04227,26928,26929,28795
103P12933,107364,107382,107383,7376,7402,107404
103N05680,102615,102614,102613,102612,104230
103N05681,5121,102925,102924
103P04624,27840,128789
103N05684,101744,101144
103N05685,5240
103P04621,29197,148903,48904
103P04620,27845,129515,127844
103P04629,121041,21050
103-13306,123869,26595,125777
103-13305,25776
103-13656,135440,39868,37651,37658,53302,136613
